,NDC,Storage_Condition,Reason,Status,created_date,GUID,execution_time,prompt_id,error_msg,response_status_code,batch_id,img_loc,ProprietaryName,DocID,SetID,S3Key,NDC11
15,00069-0043-02,Undetermined,Ambiguity in storage conditions,success,11/16/2023 19:30:06,b337b0da-c671-4c12-b894-f0a5edefee45,5.187618255615234,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-09.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69004302
12,00069-0058-01,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,eb434393-7ed8-44a9-97cf-c9c36331dafc,9.442810773849487,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-04.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69005801
11,00069-0058-02,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,44e3bd97-25b5-4241-8a3f-cc1464b561bb,5.467442035675049,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-03.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69005802
14,00069-0059-01,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,65a59eaf-b05e-44f5-a204-6f5aa6e7e890,10.411426067352295,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-06.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69005901
13,00069-0059-02,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,7a8c2046-10ef-421f-b844-92d37c9ae3ab,5.185568571090698,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-05.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69005902
17,00069-0137-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,13303be5-fde5-4325-8812-6a710b666e96,5.607374429702759,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-11.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69013701
18,00069-0137-03,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,6bb7d71d-2e8b-4d50-96cf-e5799f904732,8.673800468444824,prompt 1,,,11162023,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/heparin-12.jpg,Heparin Sodium,402dbe94-888a-4e23-ba4b-b910f15c31e1,56dc3074-f1c5-45a3-b923-f1d14858e06d,SPL Files/2020/05/28/56dc3074-f1c5-45a3-b923-f1d14858e06d/402dbe94-888a-4e23-ba4b-b910f15c31e1.xml,69013703
21,00093-7771-79,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,3726a236-7133-4322-aad0-62d03e565767,6.8667497634887695,prompt 1,,,11162023,SPL Files/2020/09/02/79f5e8d6-7755-4a36-a0d5-c8c5c7b8bd66/image-8.jpg,Risedronate Sodium,56853f43-4961-40ff-a5e8-d99b505380a1,79f5e8d6-7755-4a36-a0d5-c8c5c7b8bd66,SPL Files/2020/09/02/79f5e8d6-7755-4a36-a0d5-c8c5c7b8bd66/56853f43-4961-40ff-a5e8-d99b505380a1.xml,93777179
3,00168-0080-31,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,5b578deb-f618-49e6-8091-7a1619795c0b,6.292553186416626,prompt 1,,,11162023,SPL Files/2020/01/15/bcd103f3-3dc8-4394-b8fd-8f8ddb721f77/image-04.jpg,Hydrocortisone,b70bed43-6eed-4355-90b5-9d0819c13ebd,bcd103f3-3dc8-4394-b8fd-8f8ddb721f77,SPL Files/2020/01/15/bcd103f3-3dc8-4394-b8fd-8f8ddb721f77/b70bed43-6eed-4355-90b5-9d0819c13ebd.xml,168008031
1,00168-0146-30,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,f993fea5-1e48-4207-aace-2bb64b6577dc,6.320460319519043,prompt 1,,,11162023,SPL Files/2020/01/15/bcd103f3-3dc8-4394-b8fd-8f8ddb721f77/image-02.jpg,Hydrocortisone,b70bed43-6eed-4355-90b5-9d0819c13ebd,bcd103f3-3dc8-4394-b8fd-8f8ddb721f77,SPL Files/2020/01/15/bcd103f3-3dc8-4394-b8fd-8f8ddb721f77/b70bed43-6eed-4355-90b5-9d0819c13ebd.xml,168014630
22,00245-5315-11,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,32d2aacd-d7b0-47e3-9b33-f137e45450bd,6.518900632858276,prompt 1,,,11162023,SPL Files/2020/09/24/1ff53330-065c-4213-9c0c-ac498621d09d/klor-con-01.jpg,KLOR-CON,0907ea1c-82f3-4ba8-9d1b-3f4fa104d7a2,1ff53330-065c-4213-9c0c-ac498621d09d,SPL Files/2020/09/24/1ff53330-065c-4213-9c0c-ac498621d09d/0907ea1c-82f3-4ba8-9d1b-3f4fa104d7a2.xml,245531511
23,00245-5316-11,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,ff5088c3-9956-4551-9a71-14f1ae9327ef,6.335012674331665,prompt 1,,,11162023,SPL Files/2020/09/24/1ff53330-065c-4213-9c0c-ac498621d09d/klor-con-02.jpg,KLOR-CON,0907ea1c-82f3-4ba8-9d1b-3f4fa104d7a2,1ff53330-065c-4213-9c0c-ac498621d09d,SPL Files/2020/09/24/1ff53330-065c-4213-9c0c-ac498621d09d/0907ea1c-82f3-4ba8-9d1b-3f4fa104d7a2.xml,245531611
25,43598-0742-90,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,a3ce0f92-5a9a-4f2e-8750-640d4ee4b106,6.172170639038086,prompt 1,,,11162023,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/Container5.jpg,Ezetimibe and Simvastatin,74768125-2b19-53fc-b5a3-bca582ba1cf3,023ca87a-1b04-8c17-dc4f-e2758b0771e2,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/74768125-2b19-53fc-b5a3-bca582ba1cf3.xml,43598074290
27,43598-0743-90,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,45cca13e-4b08-46b2-aadf-dae803253f38,6.265001058578491,prompt 1,,,11162023,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/Container7.jpg,Ezetimibe and Simvastatin,74768125-2b19-53fc-b5a3-bca582ba1cf3,023ca87a-1b04-8c17-dc4f-e2758b0771e2,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/74768125-2b19-53fc-b5a3-bca582ba1cf3.xml,43598074390
26,43598-0744-90,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,d8fc0c32-e3d5-40d4-a293-274185fb460f,6.286938667297363,prompt 1,,,11162023,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/Container6.jpg,Ezetimibe and Simvastatin,74768125-2b19-53fc-b5a3-bca582ba1cf3,023ca87a-1b04-8c17-dc4f-e2758b0771e2,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/74768125-2b19-53fc-b5a3-bca582ba1cf3.xml,43598074490
28,43598-0745-90,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,ee5cc8bc-933e-476e-a2bb-3d70a0b1ede3,8.62076473236084,prompt 1,,,11162023,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/Container8.jpg,Ezetimibe and Simvastatin,74768125-2b19-53fc-b5a3-bca582ba1cf3,023ca87a-1b04-8c17-dc4f-e2758b0771e2,SPL Files/2020/11/20/023ca87a-1b04-8c17-dc4f-e2758b0771e2/74768125-2b19-53fc-b5a3-bca582ba1cf3.xml,43598074590
6,59676-0302-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,482fef57-edbc-4472-a11f-dfc2da89cda4,9.53386402130127,prompt 1,,,11162023,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/procrit-17.jpg,PROCRIT,3e749d77-fc7c-4b60-b015-e19337b413bb,0c721ba4-ae19-417f-aae1-221ed1a0866a,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/3e749d77-fc7c-4b60-b015-e19337b413bb.xml,59676030201
7,59676-0303-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,8f50b068-f9cb-4079-992f-339e59a27d1d,8.38994812965393,prompt 1,,,11162023,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/procrit-18.jpg,PROCRIT,3e749d77-fc7c-4b60-b015-e19337b413bb,0c721ba4-ae19-417f-aae1-221ed1a0866a,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/3e749d77-fc7c-4b60-b015-e19337b413bb.xml,59676030301
8,59676-0304-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,b7c0b706-90e5-4d75-83b7-53d7d69aa6df,6.62446928024292,prompt 1,,,11162023,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/procrit-19.jpg,PROCRIT,3e749d77-fc7c-4b60-b015-e19337b413bb,0c721ba4-ae19-417f-aae1-221ed1a0866a,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/3e749d77-fc7c-4b60-b015-e19337b413bb.xml,59676030401
9,59676-0310-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,c7b6edb3-1aa6-4a25-ac10-0b5ce265490b,6.540215253829956,prompt 1,,,11162023,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/procrit-20.jpg,PROCRIT,3e749d77-fc7c-4b60-b015-e19337b413bb,0c721ba4-ae19-417f-aae1-221ed1a0866a,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/3e749d77-fc7c-4b60-b015-e19337b413bb.xml,59676031001
10,59676-0340-01,Refrigerate,Temperature found within range,success,11/16/2023 19:30:06,8d00011e-4471-495f-82f6-8c149e8a1894,9.634321451187134,prompt 1,,,11162023,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/procrit-21.jpg,PROCRIT,3e749d77-fc7c-4b60-b015-e19337b413bb,0c721ba4-ae19-417f-aae1-221ed1a0866a,SPL Files/2020/05/22/0c721ba4-ae19-417f-aae1-221ed1a0866a/3e749d77-fc7c-4b60-b015-e19337b413bb.xml,59676034001
0,63323-0192-02,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,e463f6ed-98da-4bfa-a65a-3bd6a72c7bcf,5.932890176773071,prompt 1,,,11162023,SPL Files/2020/01/02/cf5255cc-91fd-4132-973b-764dba142eae/fludarabine-vial.jpg,Fludarabine,9b00feb3-d0d2-12ab-e053-2a95a90ad9f3,cf5255cc-91fd-4132-973b-764dba142eae,SPL Files/2020/01/02/cf5255cc-91fd-4132-973b-764dba142eae/9b00feb3-d0d2-12ab-e053-2a95a90ad9f3.xml,63323019202
5,67253-0651-11,Room Temperature,Temperature found within range,success,11/16/2023 19:30:06,aa1a9a82-8cee-4612-8102-539c72699e93,8.658416509628296,prompt 1,,,11162023,SPL Files/2020/02/14/b0c23a2c-b250-4c0d-9b2a-c1483faa2ca0/propylthiouracil-tab-2.jpg,Propylthiouracil,df5c15c8-f0e6-4da7-942f-ec4b1508e4ec,b0c23a2c-b250-4c0d-9b2a-c1483faa2ca0,SPL Files/2020/02/14/b0c23a2c-b250-4c0d-9b2a-c1483faa2ca0/df5c15c8-f0e6-4da7-942f-ec4b1508e4ec.xml,67253065111
